fleet_name,vehicle_name,hw_code,hw_code_key,config_name,date,distance_traveled_km,liters_consumed,refuelled_liters,stolen_liters,worked_time_sec,engine_time_sec,travel_time_sec,rest_time_sec,usage_time_sec,liters_from_level,percent_drop,percent_refuel,vehicle_name_key,brand,model,fuel_type,category,engine_travel_ratio,engine_vs_travel_flag
AMBIENTE SARTI,BY830LE,864275070202737,864275070202737,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,36.9375,0.0,0.0,0.0,3836.0,0.0,3212.0,83188.0,40063.0,0.0,0.0,0.0,BY830LE,,,,Default,0.0,ok
AMBIENTE SARTI,BY830LE,864275070202737,864275070202737,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,37.28125,0.0,0.0,0.0,39264.0,0.0,2955.0,83445.0,43318.0,0.0,0.0,0.0,BY830LE,,,,Default,0.0,ok
AMBIENTE SARTI,BY830LE,864275070202737,864275070202737,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,35.375,0.0,0.0,0.0,6997.0,0.0,2931.0,83469.0,41283.0,0.0,0.0,0.0,BY830LE,,,,Default,0.0,ok
AMBIENTE SARTI,BY830LE,864275070202737,864275070202737,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,118.0625,0.0,0.0,0.0,26150.0,0.0,7918.0,78482.0,62264.0,0.0,0.0,0.0,BY830LE,,,,Default,0.0,ok
AMIANTO,GP371NC,352592571893163,352592571893163,UW120-04-S-KxM2-C200-Imm,2025-09-22,196.4921875,0.0,56.7818146,0.0,13666.0,13667.0,10520.0,75880.0,31966.0,0.0,0.0,0.0,GP371NC,,,,Default,1.2991444866920152,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-22,142.9609375,0.0,0.0,0.0,45283.0,0.0,22023.0,64377.0,45612.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-23,127.609375,0.0,0.0,0.0,41514.0,0.0,21283.0,65117.0,41514.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-24,102.322265625,0.0,0.0,0.0,26721.0,0.0,17425.0,68975.0,26823.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-25,139.3056640625,0.0,0.0,0.0,23719.0,0.0,18392.0,68008.0,25705.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-26,132.013671875,0.0,0.0,0.0,42393.0,0.0,22845.0,63555.0,42730.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GT508GP,864636068562582,864636068562582,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-27,110.9375,0.0,0.0,0.0,37283.0,0.0,18048.0,68352.0,40345.0,0.0,0.0,0.0,GT508GP,,,,Default,0.0,ok
AREZZO,GP285NC,864275070004075,864275070004075,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,157.890625,0.0,0.0,0.0,11511.0,11512.0,8733.0,77667.0,12450.0,0.0,0.0,0.0,GP285NC,,,,Default,1.3182182526050612,ok
AREZZO,EC933FF,352592570758581,352592570758581,UW121-04-S-KxM2-C200-Imm-Rego,2025-09-22,180.0390625,0.0,0.0,0.0,47984.0,0.0,25269.0,61131.0,47985.0,0.0,0.0,0.0,EC933FF,,,,Default,0.0,ok
AREZZO,EC933FF,352592570758581,352592570758581,UW121-04-S-KxM2-C200-Imm-Rego,2025-09-23,170.78125,0.0,0.0,0.0,39645.0,0.0,23483.0,62917.0,40844.0,0.0,0.0,0.0,EC933FF,,,,Default,0.0,ok
AREZZO,EC933FF,352592570758581,352592570758581,UW121-04-S-KxM2-C200-Imm-Rego,2025-09-26,142.6796875,0.0,0.0,0.0,45878.0,0.0,19720.0,66680.0,45878.0,0.0,0.0,0.0,EC933FF,,,,Default,0.0,ok
AREZZO,EC933FF,352592570758581,352592570758581,UW121-04-S-KxM2-C200-Imm-Rego,2025-09-27,47.78125,0.0,0.0,0.0,15347.0,0.0,7134.0,79266.0,16043.0,0.0,0.0,0.0,EC933FF,,,,Default,0.0,ok
BOLOGNA,GG430NW,864636067908398,864636067908398,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,69.125,0.0,77.89091,0.0,20307.0,20307.0,9066.0,77334.0,21195.0,0.0,0.0,0.0,GG430NW,,,,Default,2.239907346128392,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,94.33447265625,0.0,0.0,0.0,0.0,0.0,0.0,82054.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,77.35107421875,0.0,0.0,0.0,0.0,0.0,0.0,62106.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,315.46337890625,0.0,0.0,0.0,0.0,0.0,0.0,62133.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,56.17578125,0.0,0.0,0.0,0.0,0.0,0.0,58973.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,83.9521484375,0.0,0.0,0.0,0.0,0.0,0.0,86293.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
BOLOGNA,DH649XL,864636068769898,864636068769898,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,40.4853515625,0.0,0.0,0.0,0.0,0.0,0.0,59625.0,0.0,0.0,0.0,0.0,DH649XL,,,,Default,,ok
CAPANNORI - ASCIT,FB878PL,864636067661336,864636067661336,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,119.28125,0.0,0.0,0.0,23612.0,0.0,13950.0,72450.0,26551.0,0.0,0.0,0.0,FB878PL,,,,Default,0.0,ok
CAPANNORI - ASCIT,FB878PL,864636067661336,864636067661336,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,85.875,0.0,0.0,0.0,14444.0,0.0,14930.0,71470.0,18392.0,0.0,0.0,0.0,FB878PL,,,,Default,0.0,ok
CAPANNORI - ASCIT,FB878PL,864636067661336,864636067661336,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,143.9375,0.0,0.0,0.0,27505.0,0.0,18853.0,67547.0,28261.0,0.0,0.0,0.0,FB878PL,,,,Default,0.0,ok
CAPANNORI - ASCIT,FB878PL,864636067661336,864636067661336,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,141.8125,0.0,0.0,0.0,22828.0,0.0,20191.0,66209.0,28805.0,0.0,0.0,0.0,FB878PL,,,,Default,0.0,ok
CAPANNORI - ASCIT,FB878PL,864636067661336,864636067661336,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,126.40625,0.0,0.0,0.0,21808.0,0.0,18248.0,68152.0,27694.0,0.0,0.0,0.0,FB878PL,,,,Default,0.0,ok
CARPI,GZ006DH,864275070118115,864275070118115,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,76.900390625,0.0,0.0,0.0,39574.0,39574.0,7006.0,79394.0,43562.0,0.0,0.0,0.0,GZ006DH,,,,Default,5.6485869254924355,ok
CARPI,GZ006DH,864275070118115,864275070118115,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,43.919921875,0.0,0.0,0.0,14416.0,14416.0,4350.0,82050.0,16777.0,0.0,0.0,0.0,GZ006DH,,,,Default,3.314022988505747,ok
CARPI,GZ006DH,864275070118115,864275070118115,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,38.9853515625,0.0,0.0,0.0,13740.0,13740.0,4094.0,82306.0,17506.0,0.0,0.0,0.0,GZ006DH,,,,Default,3.356130923302394,ok
CARPI,GX798YS,864275077817560,864275077817560,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,39.216033935546875,0.0,0.0,0.0,13927.0,0.0,7241.0,79159.0,15642.0,0.0,0.0,0.0,GX798YS,,,,Default,0.0,ok
CARPI,GX798YS,864275077817560,864275077817560,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,35.07891845703125,0.0,0.0,0.0,10912.0,0.0,6980.0,79420.0,11420.0,0.0,0.0,0.0,GX798YS,,,,Default,0.0,ok
CARPI,GX798YS,864275077817560,864275077817560,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,83.2559814453125,0.0,0.0,0.0,31493.0,0.0,14230.0,72170.0,37710.0,0.0,0.0,0.0,GX798YS,,,,Default,0.0,ok
CARPI,GX798YS,864275077817560,864275077817560,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,36.21600341796875,0.0,0.0,0.0,10784.0,0.0,5577.0,80823.0,54885.0,0.0,0.0,0.0,GX798YS,,,,Default,0.0,ok
CARPI,GX798YS,864275077817560,864275077817560,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,66.45391845703125,0.0,0.0,0.0,32385.0,0.0,13573.0,72827.0,36885.0,0.0,0.0,0.0,GX798YS,,,,Default,0.0,ok
CARPI,GR643DJ,864275076177990,864275076177990,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,48.9296875,0.0,0.0,0.0,12053.0,0.0,9353.0,77047.0,57545.0,0.0,0.0,0.0,GR643DJ,,,,Default,0.0,ok
CARPI,GR643DJ,864275076177990,864275076177990,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,42.7265625,0.0,0.0,0.0,13604.0,0.0,6791.0,79609.0,57198.0,0.0,0.0,0.0,GR643DJ,,,,Default,0.0,ok
CARPI,GR643DJ,864275076177990,864275076177990,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,42.69140625,0.0,0.0,0.0,14406.0,0.0,7111.0,79289.0,57619.0,0.0,0.0,0.0,GR643DJ,,,,Default,0.0,ok
CARPI,GR643DJ,864275076177990,864275076177990,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,42.33984375,0.0,0.0,0.0,14021.0,0.0,6127.0,80273.0,57313.0,0.0,0.0,0.0,GR643DJ,,,,Default,0.0,ok
CARPI,GR643DJ,864275076177990,864275076177990,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,59.99609375,0.0,0.0,0.0,19092.0,0.0,9632.0,76768.0,64257.0,0.0,0.0,0.0,GR643DJ,,,,Default,0.0,ok
CARPI,GR642DJ,864275074553747,864275074553747,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,22.87890625,0.0,0.0,0.0,19901.0,0.0,6918.0,79482.0,24452.0,0.0,0.0,0.0,GR642DJ,,,,Default,0.0,ok
CARPI,GR642DJ,864275074553747,864275074553747,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,41.0859375,0.0,0.0,0.0,20290.0,0.0,8998.0,77402.0,25182.0,0.0,0.0,0.0,GR642DJ,,,,Default,0.0,ok
CARPI,GR642DJ,864275074553747,864275074553747,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-28,21.91015625,0.0,0.0,0.0,16362.0,0.0,3862.0,82538.0,22662.0,0.0,0.0,0.0,GR642DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,27.546875,0.0,0.0,0.0,6488.0,0.0,2168.0,84232.0,6499.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,57.0703125,0.0,0.0,0.0,19709.0,0.0,5976.0,80424.0,21609.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,50.8203125,0.0,0.0,0.0,21657.0,0.0,4295.0,82105.0,21870.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,51.48046875,0.0,0.0,0.0,21424.0,0.0,5180.0,81220.0,22461.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,55.59765625,0.0,0.0,0.0,22107.0,0.0,6781.0,79619.0,22369.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GR641DJ,864275074634414,864275074634414,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,60.0859375,0.0,0.0,0.0,23741.0,0.0,9012.0,77388.0,33154.0,0.0,0.0,0.0,GR641DJ,,,,Default,0.0,ok
CARPI,GL429YP,864275077419797,864275077419797,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,75.79296875,0.0,0.0,0.0,26581.0,0.0,8749.0,77651.0,28645.0,0.0,0.0,0.0,GL429YP,,,,Default,0.0,ok
CARPI,GL429YP,864275077419797,864275077419797,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,93.25390625,0.0,0.0,0.0,25908.0,0.0,10650.0,75750.0,28330.0,0.0,0.0,0.0,GL429YP,,,,Default,0.0,ok
CARPI,GL429YP,864275077419797,864275077419797,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,47.87890625,0.0,0.0,0.0,20701.0,0.0,7471.0,78929.0,20847.0,0.0,0.0,0.0,GL429YP,,,,Default,0.0,ok
CARPI,GL429YP,864275077419797,864275077419797,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,45.03515625,0.0,0.0,0.0,20925.0,0.0,6717.0,79683.0,21005.0,0.0,0.0,0.0,GL429YP,,,,Default,0.0,ok
CARPI,GL429YP,864275077419797,864275077419797,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,65.06640625,0.0,0.0,0.0,21663.0,0.0,8596.0,77804.0,22327.0,0.0,0.0,0.0,GL429YP,,,,Default,0.0,ok
CARPI,GF651AW,864275074553739,864275074553739,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,57.2734375,0.0,0.0,0.0,14575.0,0.0,6886.0,79514.0,14816.0,0.0,0.0,0.0,GF651AW,,,,Default,0.0,ok
CARPI,GF651AW,864275074553739,864275074553739,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,78.1640625,0.0,0.0,0.0,38055.0,0.0,9100.0,77300.0,44100.0,0.0,0.0,0.0,GF651AW,,,,Default,0.0,ok
CARPI,GF651AW,864275074553739,864275074553739,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,64.9140625,0.0,0.0,0.0,23394.0,0.0,8853.0,77547.0,42007.0,0.0,0.0,0.0,GF651AW,,,,Default,0.0,ok
CARPI,GF651AW,864275074553739,864275074553739,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,79.33984375,0.0,0.0,0.0,25027.0,0.0,9702.0,76698.0,42796.0,0.0,0.0,0.0,GF651AW,,,,Default,0.0,ok
CARTA E CARTONE FI,HA208CG,864275077418419,864275077418419,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,49.93292236328125,0.0,0.0,0.0,23061.0,0.0,9068.0,77332.0,23133.0,0.0,0.0,0.0,HA208CG,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-22,97.56640625,0.0,0.0,0.0,28368.0,0.0,13015.0,73385.0,29874.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-23,40.560546875,0.0,0.0,0.0,25841.0,0.0,3411.0,82989.0,25841.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-24,30.68359375,0.0,0.0,0.0,14431.0,0.0,7450.0,78950.0,15468.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-25,76.546875,0.0,0.0,0.0,37721.0,0.0,10102.0,76298.0,39234.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-26,62.759765625,0.0,0.0,0.0,22791.0,0.0,6953.0,79447.0,25197.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-27,61.603515625,0.0,0.0,0.0,32651.0,0.0,15129.0,71271.0,32651.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CARTA E CARTONE FI,GN749BX,864636068424668,864636068424668,UW121-130-140-2405-S-KxM2-IMMOB-LVC-Rego,2025-09-28,58.619140625,0.0,0.0,0.0,31263.0,0.0,15224.0,71176.0,31621.0,0.0,0.0,0.0,GN749BX,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-22,48.6328125,0.0,0.0,0.0,39235.0,0.0,2896.0,83504.0,39235.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-23,90.4921875,0.0,0.0,0.0,47446.0,0.0,4823.0,81577.0,47447.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-24,93.7109375,0.0,0.0,0.0,39028.0,0.0,5692.0,80708.0,39028.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-25,94.4609375,0.0,0.0,0.0,41393.0,0.0,7186.0,79214.0,41394.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-26,65.328125,0.0,0.0,0.0,45668.0,0.0,4019.0,82381.0,45669.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-27,33.8828125,0.0,0.0,0.0,12469.0,0.0,5510.0,80890.0,13717.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CAVAGLIA,GJ823AE,864275070214161,864275070214161,UW120-2202-L-LVC-00,2025-09-28,20.15625,0.0,0.0,0.0,2202.0,0.0,1508.0,84892.0,2202.0,0.0,0.0,0.0,GJ823AE,,,,Default,0.0,ok
CONCORDIA-CARPI,GX752YS,864275074674683,864275074674683,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,60.2001953125,0.0,0.0,0.0,19951.0,0.0,4763.0,81637.0,23107.0,0.0,0.0,0.0,GX752YS,,,,Default,0.0,ok
CONCORDIA-CARPI,GX752YS,864275074674683,864275074674683,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,98.498046875,0.0,0.0,0.0,29574.0,0.0,10480.0,75920.0,36164.0,0.0,0.0,0.0,GX752YS,,,,Default,0.0,ok
