fleet_name,vehicle_name,hw_code,hw_code_key,config_name,date,distance_traveled_km,liters_consumed,refuelled_liters,stolen_liters,worked_time_sec,engine_time_sec,travel_time_sec,rest_time_sec,usage_time_sec,liters_from_level,percent_drop,percent_refuel,vehicle_name_key,brand,model,fuel_type,category,engine_travel_ratio,engine_vs_travel_flag,valid_for_efficiency,km_per_liter,idle_time_sec,idle_ratio,fuel_type_clean,fuel_price,emission_factor,fuel_cost_per_km,co2_per_km,total_co2_kg,total_fuel_cost_eur
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,0.282989501953125,0.1,0.0,0.0,44.0,44.0,0.0,37567.0,44.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,44.0,1.0,default,1.5,2.5,0.5300549983824006,0.8834249973040008,0.25,0.15000000000000002
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,HA027DH,864275070204162,864275070204162,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HA027DH,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,5.4677734375,0.4,0.0,0.0,35590.0,35590.0,462.0,85938.0,35590.0,0.0,0.0,0.0,GY145XS,,,,Default,77.03463203463204,check,False,,35128.0,0.9870188255127845,default,1.5,2.5,0.10973388105018755,0.18288980175031255,1.0,0.6000000000000001
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,233.3212890625,20.0,0.0,0.0,35788.0,35788.0,13176.0,73224.0,35878.0,0.0,0.0,0.0,GY145XS,,,,Default,2.7161505768063146,ok,True,11.666064453125,22612.0,0.6318318989605455,default,1.5,2.5,0.1285780655530489,0.2142967759217482,50.0,30.0
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,5.1025390625,0.3,0.0,0.0,236.0,236.0,4053.0,82347.0,37537.0,0.0,0.0,0.0,GY145XS,,,,Default,0.058228472736244756,ok,False,,0.0,0.0,default,1.5,2.5,0.0881913875598086,0.14698564593301436,0.75,0.44999999999999996
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,456.8095703125,33.1,32.44091,0.0,33201.0,33202.0,19831.0,66569.0,53478.0,0.0,0.0,0.0,GY145XS,,,,Default,1.6742473904492965,ok,True,13.800893362915406,13371.0,0.4027167038130233,default,1.5,2.5,0.10868861605949896,0.18114769343249823,82.75,49.650000000000006
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,14.95703125,0.9,0.0,0.0,42030.0,42030.0,1193.0,85207.0,42030.0,0.0,0.0,0.0,GY145XS,,,,Default,35.23051131601006,check,False,,40837.0,0.971615512729003,default,1.5,2.5,0.09025855314703579,0.1504309219117263,2.25,1.35
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GY145XS,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GY145XS,864275070197531,864275070197531,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GY145XS,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-22,83.5390625,3.2,0.0,0.0,6561.0,6561.0,5690.0,80710.0,15173.0,0.0,0.0,0.0,GR342CR,,,,Default,1.1530755711775045,ok,True,26.10595703125,871.0,0.132754153330285,default,1.5,2.5,0.05745815019171421,0.095763583652857,8.0,4.800000000000001
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-23,153.0234375,7.9,29.977272,0.0,8228.0,8228.0,7417.0,78983.0,30409.0,0.0,0.0,0.0,GR342CR,,,,Default,1.1093434002966158,ok,True,19.370055379746834,811.0,0.09856587263004375,default,1.5,2.5,0.07743911778220249,0.1290651963036708,19.75,11.850000000000001
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-24,185.3125,8.7,0.0,0.0,23015.0,23015.0,11165.0,75235.0,37067.0,0.0,0.0,0.0,GR342CR,,,,Default,2.0613524406627857,ok,True,21.300287356321842,11850.0,0.5148815989572019,default,1.5,2.5,0.07042158516020236,0.11736930860033727,21.75,13.049999999999999
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-25,186.625,8.6,0.0,0.0,17306.0,17306.0,10630.0,75770.0,34605.0,0.0,0.0,0.0,GR342CR,,,,Default,1.6280338664158043,ok,True,21.700581395348838,6676.0,0.3857621634115336,default,1.5,2.5,0.06912257200267916,0.11520428667113194,21.5,12.899999999999999
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-26,224.828125,9.6,0.0,0.0,21277.0,21278.0,12913.0,73487.0,31872.0,0.0,0.0,0.0,GR342CR,,,,Default,1.6477967939285991,ok,True,23.419596354166668,8365.0,0.3931290534824702,default,1.5,2.5,0.06404892626311766,0.10674821043852943,24.0,14.399999999999999
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR342CR,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GR342CR,352592570746248,352592570746248,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GR342CR,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GM554PG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,172.9140625,8.6,35.477272,0.0,34237.0,34238.0,8518.0,77882.0,35328.0,0.0,0.0,0.0,GM554PG,,,,Default,4.019488142756516,ok,True,20.106286337209305,25720.0,0.7512121035107191,default,1.5,2.5,0.07460353318574074,0.12433922197623458,21.5,12.899999999999999
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,539.7578125,30.1,0.0,0.0,47228.0,47229.0,24274.0,62126.0,47451.0,0.0,0.0,0.0,GM554PG,,,,Default,1.9456620252121613,ok,True,17.932153239202655,22955.0,0.48603612187427214,default,1.5,2.5,0.08364862713311816,0.13941437855519692,75.25,45.150000000000006
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,20.2109375,1.1,0.0,0.0,33658.0,33659.0,1654.0,84746.0,33659.0,0.0,0.0,0.0,GM554PG,,,,Default,20.35006045949214,check,True,18.373579545454543,32005.0,0.950860096853739,default,1.5,2.5,0.08163896405102436,0.13606494008504058,2.75,1.6500000000000001
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,40.640625,2.7,40.4538879,0.0,11523.0,11523.0,7555.0,78845.0,30294.0,0.0,0.0,0.0,GM554PG,,,,Default,1.5252150893448049,ok,True,15.052083333333332,3968.0,0.34435476872342274,default,1.5,2.5,0.09965397923875434,0.16608996539792387,6.75,4.050000000000001
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GM554PG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GM554PG,864275070204113,864275070204113,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GM554PG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GE783SC,864275070111565,864275070111565,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GE783SC,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
AMBIENTE,GE783SC,864275070111565,864275070111565,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,58.1640625,2.5,0.0,0.0,16108.0,16108.0,6568.0,79832.0,47834.0,0.0,0.0,0.0,GE783SC,,,,Default,2.4524969549330087,ok,True,23.265625,9540.0,0.5922522969952818,default,1.5,2.5,0.06447280053727333,0.10745466756212223,6.25,3.75
AMBIENTE,GE783SC,864275070111565,864275070111565,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,57.4296875,2.0,0.0,0.0,40445.0,40445.0,4687.0,81713.0,40445.0,0.0,0.0,0.0,GE783SC,,,,Default,8.629187113292085,ok,True,28.71484375,35758.0,0.8841142292001484,default,1.5,2.5,0.05223779077676507,0.08706298462794178,5.0,3.0
AMBIENTE,GE783SC,864275070111565,864275070111565,UW120130140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,179.7265625,8.9,0.0,0.0,28364.0,28364.0,11336.0,75063.0,44920.0,0.0,0.0,0.0,GE783SC,,,,Default,2.5021171489061396,ok,True,20.193995786516854,17028.0,0.6003384571992667,default,1.5,2.5,0.07427950445555315,0.12379917409258857,22.25,13.350000000000001
